product-image-src;product-name;product-brand;product-price;product-link-href;product-ingredients;product-effect;product-category
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71sSvFkhrEL._AC_UL320_.jpg;Murad Resurgence Renewing Cleansing Cream, 6.75 Fl Oz;Murad;$42.00;https://www.amazon.com/Murad-Resurgence-Renewing-Cleansing-Cream/dp/B000GDF48O/ref=sr_1_28?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-28;Water, Sodium Cocoyl Isethionate, Glyceryl Stearate SE, Stearic Acid, Cetyl Alcohol, Glycerin, Prunus Armeniaca (Apricot) Kernel Oil, Echium Plantagineum Seed Oil, Borago Officinalis Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Serenoa Serrulata Fruit Extract, Panthenol, Chondrus Crispus (Carrageenan) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Sodium Hyaluronate, Imperata Cylindrica Root Extract, Sorbitol, Carica Papaya (Papaya) Fruit Extract, Citrus Medica Limonum (Lemon) Fruit Extract, Tocopherol, Ascorbyl Palmitate, Benzophenone-4, Butylene Glycol, PEG-8, Carbomer, Xanthan Gum, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Limonene, Linalool, Fragrance (Parfum);ANTI_AGING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61jDqaFwF8L._AC_UL320_.jpg;Vitamin C Ester Citrus Brightening Cleanser;Perricone MD;$35.00;https://www.amazon.com/Perricone-MD-Vitamin-Brightening-Cleanser/dp/B084RSYNKY/ref=sr_1_37?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-37;Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Decyl Glucoside, PPG-2 Hydroxyethyl Coco/Isostearamide, Sodium Chloride, Dimethyl MEA, Ascorbyl Palmitate, Sodium Benzoate, Ethylhexylglycerin, Magnesium Aspartate, Zinc Gluconate, Copper Gluco- nate, Disodium EDTA, Citric Acid, Tetrasodium EDTA, Phenoxyethanol;BRIGHTENING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71ofn2RlTQL._AC_UL320_.jpg;Anti-Aging Cleansing Gel;Peter Thomas Roth;$39.00;https://www.amazon.com/Peter-Thomas-Roth-Anti-aging-Cleansing/dp/B00NP07GKY/ref=sr_1_12?qid=1672912927&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-12;Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Lauryl Glucoside, Propylene Glycol, Salicylic Acid, Glycolic Acid, Quercus Alba Bark Extract, Citrus Grandis (Grapefruit) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Citrus Aurantifolia (Lime) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Arginine, Tilia Cordata Flower Extract, Allantoin, BHT, Panthenol, Butylene Glycol, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Amyl Cinnamal, Linalool, Fragrance/Parfum, Red 40 (CI 16035), Yellow 5 (CI 19140);ANTI_AGING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51gQV2TIUQS._AC_UL320_.jpg;Superfood Facial Wash;ELEMIS;$33.00;https://www.amazon.com/ELEMIS-Superfood-Revitalizing-Prebiotic-Complexion/dp/B08FY4VDQW/ref=sr_1_30?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-30;Water, Sodium Lauroyl Sarcosinate, Glycerin, Cocamidopropyl Betaine, Acrylates Copolymer, Polysorbate 20, Sodium Lactate, Coco-Glucoside, Glyceryl Oleate, Dicaprylyl Ether, Lauryl Alcohol, Sodium Chloride, Phenoxyethanol, Xanthan Gum, Persea Gratissima (Avocado) Oil, Chlorphenesin, Sodium Hydroxide, Citric Acid, Fragrance (Parfum), Alpha-Glucan Oligosaccharide, Brassica Oleracea Italica (Broccoli) Seed Oil, Cucurbita Pepo (Pumpkin) Seed Oil, Galactoarabinan, Disodium EDTA, Salvia Hispanica Seed Oil, Limonene, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Dehydroacetate, Caramel, Amyris Balsamifera Bark Oil, Urtica Dioica (Nettle) Juice, Cymbopogon Martini Oil, Geraniol, Linalool, Rosmarinus Officinalis (Rosemary) Leaf Oil, Daucus Carota Sativa (Carrot) Seed Oil, Brassica Oleracea Acephala (Kale) Leaf Extract, Triticum Aestivum (Wheatgrass) Leaf Extract, Magnesium Aspartate, Zinc Gluconate, Maltodextrin, Polyglyceryl-3 Diisostearate, Chlorophyllin-Copper Complex, Hydrogenated Palm Glycerides Citrate, Tocopherol, Copper Gluconate, Sodium Benzoate, Potassium Sorbate, Ascorbic Acid;HEALING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71m3qT8lDRL._AC_UL320_.jpg;Enzyme Cleansing Gel, 16 Fl Oz;Mario Badescu;$24.00;https://www.amazon.com/Mario-Badescu-Enzyme-Cleansing-Gel/dp/B00172BJ3W/ref=sr_1_50?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-50;Water, glycerin, propylene glycol, peg-8 stearate, ppg-2 hydroxyethyl cocamide, carica papaya (papaya) fruit extract, citrus grandis (grapefruit) fruit extract, carbomer, sodium chloride, parfum (fragrance), phenoxyethanol, methylparaben, propylparaben, triethanolamine, diazolidinyl urea, mica, ci 77891 (titanium dioxide), ci 19140 (yellow 5), ci 42090 (blue 1), ci 15985 (yellow 6);HEALING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51abIZfkiLL._AC_UL320_.jpg;Gentle Exfoliating Face Cleanser, 5 Oz;Pevonia;$41.00;https://www.amazon.com/Pevonia-Botanica-1614-Exfoliating-Cleanser/dp/B0019UXS86/ref=sr_1_53?qid=1672912936&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-53;Water,) Sodium Lauroyl Oat Amino Acids, Jojoba Esters, Glyceryl Stearate, Cocamidopropyl Betaine, Stearic Acid, Carthamus Tinctorius (Safflower) Seed Oil, Saponaria Officinalis Leaf/Root Extract, Calendula Officinalis Flower Extract, Anthemis Nobilis Flower Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Allantoin, Hydroxyethylcellulose, Magnesium Aluminum Silicate, Sodium Citrate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Rosa Gallica Flower Oil;HEALING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61Cjl8rNzmL._AC_UL320_.jpg;High Potency Classics: Nutritive Cleanser;Perricone MD;$35.00;https://www.amazon.com/Perricone-MD-High-Potency-Classics/dp/B084RSMQ45/ref=sr_1_47?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-47;Water/Aqua/Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Lauryl Glucoside, PPG-2 Hydroxyethyl Coco/Isostearamide, Dimethyl MEA, Thioctic Acid, Fragrance/Parfum, Magnesium Aspartate, Zinc Gluconate, Ethylhexylglycerin, Copper Gluconate, Disodium EDTA, Sodium Chloride, Citric Acid, Phenoxyethanol;;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61pvYTeqdyL._AC_UL320_.jpg;I'm Rice Exfoliating Enzyme Cleanser, 50 g;TONYMOLY;$13.00;https://www.amazon.com/TONYMOLY-Rice-Exfoliating-Enzyme-Cleanser/dp/B08N335GXN/ref=sr_1_23?qid=1672912927&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-23;Zea Mays Starch, Sodium Lauroyl Glutamate, Sodium Cocoyl Isethionate, Sodium Lauroyl Aspartate, Allantoin, Maltodextrin, Papain, Oryza Sativa Powder, Protease, Oryza Sativa Extract, Butylene Glycol;;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UKhTgPJYL._AC_UL320_.jpg;Essential Grapefruit Face Cleanser, 8 Fl oz;Malin + Goetz;$40.00;https://www.amazon.com/Malin-Goetz-Face-Cleanser-Grapefruit/dp/B0007Z4JE6/ref=sr_1_32?qid=1672912932&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-32;water, glycerin, sodium methyl cocoyl taurate, acrylates copolymer, cocamidopropyl betaine, sodium pca, coco-glucoside, glyceryl oleate, sodium cocoyl isethionate, caprylyl glycol, 1,2-hexanediol, citrus grandis (grapefruit) peel oil, ethylhexylglycerin, sodium hydroxide, citric acid, sodium gluconate, caprylhydroxamic acid, betaine, sodium lactate, arginine, aspartic acid, pca, glycine, alanine, serine, valine, isoleucine, proline, threonine, histidine, phenylalanine, limonene;;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41MFsXC0dlL._AC_UL320_.jpg;Dynamic Resurfacing Facial Wash, 6.7 Fl Oz;ELEMIS;$52.00;https://www.amazon.com/ELEMIS-Dynamic-Resurfacing-Smoothing-Cleanser/dp/B00175W3HK/ref=sr_1_19?qid=1672912927&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=11060711&s=beauty-intl-ship&sr=1-19;Water, Sodium Lauroyl Sarcosinate, Glycerin, Cocamidopropyl Betaine, Acrylates Copolymer, Polysorbate 20, Coco-Glucoside, Glycol Distearate, Glyceryl Oleate, Sodium Lactate, Dicaprylyl Ether, Phenoxyethanol, Lauryl Alcohol, Fragrance (Parfum), Sodium Chloride, Orbignya Oleifera (Babassu) Seed Oil, Xanthan Gum, Sodium Hydroxide, Caprylyl Glycol, Citric Acid, Propylene Glycol, Chlorphenesin, Glyceryl Stearate, Galactoarabinan*, Papain, Disodium EDTA, Behenyl Alcohol, Butyrospermum Parkii (Shea) Butter, Benzoic Acid, Moringa Pterygosperma Seed Extract, Hydrogenated Castor Oil, Disodium Phosphate, Stearyl Alcohol, Protease, Subtilisin, Tocopheryl Acetate (Vitamin E), Hydrogenated Palm Glycerides Citrate, Tocopherol, Poria Cocos Extract;HEALING;CLEANSERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51Sp0SzfhtS._AC_UL320_.jpg;Day Cream SPF 30 Men’s Face Moisturizer with Sunscreen, 3 Fl Oz;Anthony;$36.00;https://www.amazon.com/Anthony-Day-Cream-SPF-30/dp/B01K1TPTCS/ref=sr_1_41?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-41;Octinoxate, Oxybenzone, Octisalate, Avobenzone, Aqua (Water), Caprylic/Capric Triglyceride, Corn Starch Modified, Cetearyl Olivate, Diethylhexyl 2,6-Naphthalate, c12-15 Alkyl Benzoate, Sorbitan Olivate, Gluconolactone, Squalene, Glycerin, Cyclopentasiloxane, Tocopheryl Acetate (D-alpha), Glycine Sojo (Soybean) Oil, Sodium Hyaluronate (L), Xanthan Gum, Carbomer, Aminomethyl Porpanol, Sodium Benzoate, Phenethyl Alcohol, Caprylyl Glycol, Phenoxyethanol, Trisodium Ethylenediamine Disuccinate, Potassium Sorbate;UV_PROTECTING,ANTI_AGING;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71X5LsPIfcS._AC_UL320_.jpg;Restorative Skin Cream,1.35 Fl Oz;Embryolisse Cicalisse;$15.00;https://www.amazon.com/Embryolisse-Cicalisse-Restorative-fl-oz-Paraben-Free/dp/B01MQYQ537/ref=sr_1_27?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-27;WATER, CAPRYLIC / CAPRIC TRIGLYCERIDE, GLYCERIN, ACETAMIDOCAPROIC ACID, CETYL ALCOHOL, GLYCERYL STEARATE, ALUMINUM STARCH OCTENYLSUCCINATE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, AMMONIUM ACRYLOYLDIMETHYLTAURATE / VP COPOLYMER, ALPHA-GLUCAN OLIGOSACCHARIDE, GOSSYPIUM HERBACEUM (COTTON) SEED OIL, PEG-75 STEARATE, HYDROGENATED SWEET ALMOND OIL, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, SODIUM HYDROXIDE, 1.2 HEXANEDIOL, CAPRYLYL GLYCOL, HYDROGENATED COTTONSEED OIL, CETETH-20, STEARETH-20, HYDROGENATED APRICOT KERNEL OIL, SODIUM HYALURONATE, DISODIUM EDTA, TOCOPHERYL ACETATE, CITRIC ACID, TROPOLONE, TOCOPHEROL, SODIUM BENZOATE, ALOE BARBADENSIS LEAF EXTRACT, POTASSIUM SORBATE;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51+BJlMR2fL._AC_UL320_.jpg;Truffle Therapy Whipped Cleansing Cream;SKIN&CO;$21.00;https://www.amazon.com/SKIN-CO-Roma-Truffle-Cleansing/dp/B08S8VLRFB/ref=sr_1_39?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-39;WATER, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, GLYCERIN, GLYCERYL STEARATE SE, CETEARYL ALCOHOL, HYDROGENATED SWEET ALMOND OIL, HYDROGENATED SWEET ALMOND OIL UNSAPONIFIABLES, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, LAURYL GLUCOSIDE, TUBER MELANOSPORUM EXTRACT, MALVA SYLVESTRIS (MALLOW) LEAF EXTRACT, RUSCUS ACULEATUS ROOT EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF EXTRACT, TOCOPHEROL, CALENDULA OFFICINALIS FLOWER EXTRACT, ASCORBYL PALMITATE, CENTELLA ASIATICA LEAF EXTRACT, PARFUM (FRAGRANCE), SODIUM STEAROYL GLUTAMATE, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, LECITHIN, PHENOXYETHANOL, CITRIC ACID, COUMARIN;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51veb-scwnL._AC_UL320_.jpg;Redermic C Vitamin C Moisturizer, 1.35 Fl. Oz.;La Roche-Posay;$51.99;https://www.amazon.com/Roche-Posay-Redermic-Vitamin-Moisturizer-Combination/dp/B0038COKQ2/ref=sr_1_36?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-36;AQUA / WATER, DIMETHICONE, ISOCETYL STEARATE, GLYCERIN, MANNOSE, ASCORBIC ACID, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYLENE GLYCOL, SUCROSE TRISTEARATE, POTASSIUM HYDROXIDE, SODIUM STYRENE/MA COPOLYMER, POLYMETHYLSILSESQUIOXANE, STEARETH-10, MADECASSOSIDE, SODIUM STEAROYL GLUTAMATE, HYDROGENATED LECITHIN, HYDROLYZED HYALURONIC ACID, CAPRYLYL GLYCOL, TETRASODIUM EDTA, ACETYL DIPEPTIDE-1 CETYL ESTER, XANTHAN GUM,  ACRYLATES COPOLYMER,  ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PHENOXYETHANOL, PARFUM / FRAGRANCE;ANTI_AGING;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51sl9lzj7bL._AC_UL320_.jpg;Oil Free Face Moisturizer with SPF15;Baxter of California;$31.00;https://www.amazon.com/Baxter-California-Moisturizer-Defense-Fragrance-Free/dp/B08LGPPYJZ/ref=sr_1_73?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756689&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-73;AQUA / WATER, SQUALANE, GLYCERIN, PROPYLENE GLYCOL, ETHYLHEXYL ISONONANOATE, PEG-100 STEARATE, GLYCERYL STEARATE, STEARIC ACID, CETYL ALCOHOL, PHENOXYETHANOL, PALMITIC ACID, BUTYLENE GLYCOL, TRIETHANOLAMINE, CARBOMER, XANTHAN GUM, SODIUM POLYACRYLATE, TOCOPHEROL, ETHYLHEXYLGLYCERIN, HYDROGENATED POLYDECENE, MYRISTIC ACID, DISODIUM EDTA, CAMELLIA OLEIFERA LEAF EXTRACT, CHAMOMILLA RECUTITA FLOWER EXTRACT / MATRICARIA FLOWER EXTRACT, TRIDECETH-6;ANTI_AGING;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51riee7ET7L._AC_UL320_.jpg;Anti-Aging Nuxuriance Rich Cream Ultra Jar, 1.5 Oz;NUXE;$40.00;https://www.amazon.com/NUXE-Anti-Aging-Nuxuriance-Cream-Ultra/dp/B00ZY93NHY/ref=sr_1_54?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-54;AQUA/WATER, GLYCERIN, LIMNANTHES ALBA (MEADOWFOAM) SEED OIL, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, ARACHIDYL ALCOHOL, GLYCOL PALMITATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, HYDROGENATED COCONUT OIL, PERSEA GRATISSIMA (AVOCADO) OIL, BEHENYL ALCOHOL, PARFUM/FRAGRANCE, HYDROXYETHYL UREA, DIMETHICONE, DICAPRYLYL CARBONATE, TALC, TOCOPHEROL, ARACHIDYL GLUCOSIDE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CAPRYLOYL GLYCINE, PHENOXYETHANOL, SODIUM HYDROXIDE, CITRIC ACID, ETHYLHEXYLGLYCERIN, SODIUM STEAROYL GLUTAMATE, DEHYDROACETIC ACID, BOUGAINVILLEA GLABRA LEAF CELL EXTRACT, SODIUM GLUCONATE, XANTHAN GUM, HYALURONIC ACID, AMMONIUM LACTATE, LAUROYL LYSINE, UNDARIA PINNATIFIDA EXTRACT, PLANKTON EXTRACT, THEOBROMA CACAO (COCOA) CALLUS POWDER, BENZYL ALCOHOL, PAPAVER RHOEAS PETAL EXTRACT, CROCUS SATIVUS FLOWER EXTRACT, BENZYL SALICYLATE, LINALOOL, COUMARIN, GERANIOL, CITRONELLOL [N3206/A];ANTI_AGING;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81oufFIbeWL._AC_UL320_.jpg;Moisturizing Water-Based Aqua Reotier Ultra Thirst-Quenching Cream, 1.7 Ounce (Pack of 1);L'Occitane;$30.00;https://www.amazon.com/LOccitane-R%C3%A9otier-Ultra-Thirst-Quenching-Cream/dp/B07B7PZ1HL/ref=sr_1_58?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756689&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-58;AQUA/WATER, OCTYLDODECANOL, GLYCERIN, PROPANEDIOL, COCO-CAPRYLATE/CAPRATE, CORN STARCH MODIFIED, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SODIUM HYALURONATE, ARACHIDYL ALCOHOL, BEHENYL ALCOHOL, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, ARACHIDYL GLUCOSIDE, ETHYLHEXYLGLYCERIN, XYLITOL, DISODIUM EDTA, XANTHAN GUM, SORBITAN ISOSTEARATE, POLYSORBATE 60, SODIUM HYDROXIDE, CITRIC ACID, TOCOPHEROL, PHENOXYETHANOL, SODIUM BENZOATE, PARFUM/FRAGRANCE, LINALOOL, HEXYL CINNAMAL, CITRONELLOL, GERANIOL, CITRAL, CI 42090/BLUE 1;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51bf67meeQL._AC_UL320_.jpg;Ice Ceramide and Vitamin F Moisturizing Face Moisturizer;Sunday Riley;$65.00;https://www.amazon.com/Sunday-Riley-Ceramide-Moisturizing-Cream/dp/B0854K8DKK/ref=sr_1_71?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756689&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-71;AQUA/WATER, OCTYLDODECANOL, GLYCERIN, PROPANEDIOL, COCO-CAPRYLATE/CAPRATE, CORN STARCH MODIFIED, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SODIUM HYALURONATE, ARACHIDYL ALCOHOL, BEHENYL ALCOHOL, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, ARACHIDYL GLUCOSIDE, ETHYLHEXYLGLYCERIN, XYLITOL, DISODIUM EDTA, XANTHAN GUM, SORBITAN ISOSTEARATE, POLYSORBATE 60, SODIUM HYDROXIDE, CITRIC ACID, TOCOPHEROL, PHENOXYETHANOL, SODIUM BENZOATE, PARFUM/FRAGRANCE, LINALOOL, HEXYL CINNAMAL, CITRONELLOL, GERANIOL, CITRAL, CI 42090/BLUE 1;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61H-HlgmjPL._AC_UL320_.jpg;Mattifying Face Lotion;Bioderma ;$25.99;https://www.amazon.com/Bioderma-S%C3%A9bium-Global-Combination-fl-oz/dp/B00UNHD444/ref=sr_1_49?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-49;AQUA/WATER/EAU, GLYCERIN, CYCLOPENTASILOXANE, METHYL METHACRYLATE CROSSPOLYMER, CYCLOHEXASILOXANE, DIPROPYLENE GLYCOL, POLYMETHYLSILSESQUIOXANE, PEG-10 DIMETHICONE, HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER, BUTYLENE GLYCOL, SODIUM CHLORIDE, VINYL DIMETHICONE/METHICONE SILSESQUIOXANE CROSSPOLYMER, C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER, ZINC GLUCONATE, DISODIUM EDTA, SALICYLIC ACID, MANNITOL, XYLITOL, RHAMNOSE, XANTHAN GUM, SODIUM HYDROXIDE, DODECYL GALLATE, PYRIDOXINE HCL, FOMES OFFICINALIS (MUSHROOM) EXTRACT, PEG-40 HYDROGENATED CASTOR OIL, PHENOXYETHANOL;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61ALUGXmMEL._AC_UL320_.jpg;Pore Refiner Cream;Bioderma;$23.99;https://www.amazon.com/Bioderma-Refiner-Moisturizing-Minimizing-Combination/dp/B00940L86C/ref=sr_1_29?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-29;AQUA/WATER/EAU, METHYL METHACRYLATE CROSSPOLYMER, DIPROPYLENE GLYCOL, CYCLOPENTASILOXANE, CYCLOHEXASILOXANE, DIMETHICONE, GLYCERIN, BUTYLENE GLYCOL, FOMES OFFICINALIS EXTRACT, SODIUM POLYACRYLATE, PARAFFINUM LIQUIDUM/MINERAL OIL/HUILE MINERALE, SILICA, PENTYLENE GLYCOL, TRIDECETH-6, 1,2-HEXANEDIOL, C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER, CAPRYLYL GLYCOL, LAURYL PEG/PPG-18/18 METHICONE, DISODIUM EDTA, SALICYLIC ACID, XYLITOL, PROPYLENE GLYCOL, SODIUM HYDROXIDE, PEG/PPG-18/18 DIMETHICONE, FRUCTOOLIGOSACCHARIDES, MANNITOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, GINKGO BILOBA LEAF EXTRACT, DODECYL GALLATE, RHAMNOSE, LAMINARIA OCHROLEUCA EXTRACT, CITRIC ACID, FRAGRANCE;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/415G7e1EqxL._AC_UL320_.jpg;Hydrabio Essence Lotion;Bioderma;$20.99;https://www.amazon.com/Bioderm-Moisturizing-Softening-Dehydrated-Sensitive/dp/B0727WS31J/ref=sr_1_50?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-50;AQUA/WATER/EAU, METHYLPROPANEDIOL, NIACINAMIDE, PPG-26-BUTETH-26, PEG-40 HYDROGENATED CASTOR OIL, SODIUM PCA, HYDROXYETHYLCELLULOSE, DISODIUM EDTA, SALICYLIC ACID, MANNITOL, SODIUM CITRATE, TOCOPHERYL ACETATE, XYLITOL, HEXYLDECANOL, CETRIMONIUM BROMIDE, BENZOTRIAZOLYL DODECYL P-CRESOL, RHAMNOSE, SODIUM HYDROXIDE, PYRUS MALUS (APPLE) SEED EXTRACT, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, TOCOPHEROL;;MOISTURIZERS
https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41SrlnE7CJL._AC_UL320_.jpg;Atoderm Cream;Bioderma;$19.99;https://www.amazon.com/Bioderma-Atoderm-Hydrating-Moisturizer-Sensitive/dp/B00CHLDA1G/ref=sr_1_16?crid=1212FQ7RA43F6&keywords=skin+care&qid=1672756683&refinements=p_n_feature_ten_browse-bin%3A15863143011&rnid=3760911&s=beauty&sprefix=%2Cbeauty%2C333&sr=1-16;AQUA/WATER/EAU, PARAFFINUM LIQUIDUM / MINERAL OIL / HUILE MINERALE, GLYCERIN, CETEARYL ISONONANOATE, GLYCERYL STEARATE, PEG-100 STEARATE, MYRETH-3 MYRISTATE, STEARETH-21, CYCLOPENTASILOXANE, PENTYLENE GLYCOL, CYCLOHEXASILOXANE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, CAPRYLYL GLYCOL, CETYL ALCOHOL, DISODIUM EDTA, PALMITIC ACID, STEARIC ACID, XYLITOL, MANNITOL, RHAMNOSE, SODIUM HYDROXIDE, SODIUM DEHYDROACETATE, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, NIACINAMIDE, GLUCOSE, FRUCTOOLIGOSACCHARIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, LAMINARIA OCHROLEUCA EXTRACT;;MOISTURIZERS
